name,id,path,gist_url
"Figuras rítmicas, silencios y divisiones de las figuras rítmicas",figuras_ritmicas_silencios_y_divisiones_de_las_figuras_ritmicas,"Los nombres de la música/La música como ente acústico/Dimensión temporal del dato sonoro/Figuras rítmicas, silencios y divisiones de las figuras rítmicas",https://gist.github.com/user/leximus_figuras_ritmicas_silencios_y_divisiones_de_las_figuras_ritmicas
Compases,compases,Los nombres de la música/La música como ente acústico/Dimensión temporal del dato sonoro/Compases,https://gist.github.com/user/leximus_compases
Tipos de compases,tipos_de_compases,Los nombres de la música/La música como ente acústico/Dimensión temporal del dato sonoro/Compases/Tipos de compases,https://gist.github.com/user/leximus_tipos_de_compases
Tiempos del compás,tiempos_del_compas,Los nombres de la música/La música como ente acústico/Dimensión temporal del dato sonoro/Compases/Tiempos del compás,https://gist.github.com/user/leximus_tiempos_del_compas
Fenómenos contramétricos,fenomenos_contrametricos,Los nombres de la música/La música como ente acústico/Dimensión temporal del dato sonoro/Compases/Fenómenos contramétricos,https://gist.github.com/user/leximus_fenomenos_contrametricos
"Ornamentos, alteraciones o modificaciones relativas a las figuras musicales o el ritmo en general",ornamentos_alteraciones_o_modificaciones_relativas_a_las_figuras_musicales_o_el_ritmo_en_general,"Los nombres de la música/La música como ente acústico/Dimensión temporal del dato sonoro/Ornamentos, alteraciones o modificaciones relativas a las figuras musicales o el ritmo en general",https://gist.github.com/user/leximus_ornamentos_alteraciones_o_modificaciones_relativas_a_las_figuras_musicales_o_el_ritmo_en_general
Combinaciones rítmicas,combinaciones_ritmicas,Los nombres de la música/La música como ente acústico/Dimensión temporal del dato sonoro/Combinaciones rítmicas,https://gist.github.com/user/leximus_combinaciones_ritmicas
Células rítmicas,celulas_ritmicas,Los nombres de la música/La música como ente acústico/Dimensión temporal del dato sonoro/Combinaciones rítmicas/Células rítmicas,https://gist.github.com/user/leximus_celulas_ritmicas
Patrones y esquemas rítmicos o grooves,patrones_y_esquemas_ritmicos_o_grooves,Los nombres de la música/La música como ente acústico/Dimensión temporal del dato sonoro/Combinaciones rítmicas/Patrones y esquemas rítmicos o grooves,https://gist.github.com/user/leximus_patrones_y_esquemas_ritmicos_o_grooves
Tempo musical,tempo_musical,Los nombres de la música/La música como ente acústico/Dimensión temporal del dato sonoro/Tempo musical,https://gist.github.com/user/leximus_tempo_musical
Indicaciones metronómicas,indicaciones_metronomicas,Los nombres de la música/La música como ente acústico/Dimensión temporal del dato sonoro/Tempo musical/Indicaciones metronómicas,https://gist.github.com/user/leximus_indicaciones_metronomicas
Indicaciones discursivas de tempo y agógica,indicaciones_discursivas_de_tempo_y_agogica,Los nombres de la música/La música como ente acústico/Dimensión temporal del dato sonoro/Tempo musical/Indicaciones discursivas de tempo y agógica,https://gist.github.com/user/leximus_indicaciones_discursivas_de_tempo_y_agogica
Movimiento uniforme,movimiento_uniforme,Los nombres de la música/La música como ente acústico/Dimensión temporal del dato sonoro/Tempo musical/Indicaciones discursivas de tempo y agógica/Movimiento uniforme,https://gist.github.com/user/leximus_movimiento_uniforme
Aumento o disminución progresiva del movimiento,aumento_o_disminucion_progresiva_del_movimiento,Los nombres de la música/La música como ente acústico/Dimensión temporal del dato sonoro/Tempo musical/Indicaciones discursivas de tempo y agógica/Aumento o disminución progresiva del movimiento,https://gist.github.com/user/leximus_aumento_o_disminucion_progresiva_del_movimiento
Suspensión de la regularidad del movimiento,suspension_de_la_regularidad_del_movimiento,Los nombres de la música/La música como ente acústico/Dimensión temporal del dato sonoro/Tempo musical/Indicaciones discursivas de tempo y agógica/Suspensión de la regularidad del movimiento,https://gist.github.com/user/leximus_suspension_de_la_regularidad_del_movimiento
Breve y súbito cambio en el movimiento,breve_y_subito_cambio_en_el_movimiento,Los nombres de la música/La música como ente acústico/Dimensión temporal del dato sonoro/Tempo musical/Indicaciones discursivas de tempo y agógica/Breve y súbito cambio en el movimiento,https://gist.github.com/user/leximus_breve_y_subito_cambio_en_el_movimiento
Restablecimiento de la regularidad o vuelta al tiempo original,restablecimiento_de_la_regularidad_o_vuelta_al_tiempo_original,Los nombres de la música/La música como ente acústico/Dimensión temporal del dato sonoro/Tempo musical/Indicaciones discursivas de tempo y agógica/Restablecimiento de la regularidad o vuelta al tiempo original,https://gist.github.com/user/leximus_restablecimiento_de_la_regularidad_o_vuelta_al_tiempo_original
Desvíos del pulso regular,desvios_del_pulso_regular,Los nombres de la música/La música como ente acústico/Dimensión temporal del dato sonoro/Tempo musical/Indicaciones discursivas de tempo y agógica/Desvíos del pulso regular,https://gist.github.com/user/leximus_desvios_del_pulso_regular
Símbolos y convenciones de la notación musical que codifican el ritmo musical,simbolos_y_convenciones_de_la_notacion_musical_que_codifican_el_ritmo_musical,Los nombres de la música/La música como ente acústico/Dimensión temporal del dato sonoro/Símbolos y convenciones de la notación musical que codifican el ritmo musical,https://gist.github.com/user/leximus_simbolos_y_convenciones_de_la_notacion_musical_que_codifican_el_ritmo_musical
Dimensión espacio-temporal del dato sonoro del dato sonoro aislado o en contexto,dimension_espacio_temporal_del_dato_sonoro_del_dato_sonoro_aislado_o_en_contexto,Los nombres de la música/La música como ente acústico/Dimensión espacio-temporal del dato sonoro del dato sonoro aislado o en contexto,https://gist.github.com/user/leximus_dimension_espacio_temporal_del_dato_sonoro_del_dato_sonoro_aislado_o_en_contexto
Denominaciones de la acústica que describen la altura y el tiempo de las señales sonoras,denominaciones_de_la_acustica_que_describen_la_altura_y_el_tiempo_de_las_senales_sonoras,Los nombres de la música/La música como ente acústico/Dimensión espacio-temporal del dato sonoro del dato sonoro aislado o en contexto/Denominaciones de la acústica que describen la altura y el tiempo de las señales sonoras,https://gist.github.com/user/leximus_denominaciones_de_la_acustica_que_describen_la_altura_y_el_tiempo_de_las_senales_sonoras
Cadencias,cadencias,Los nombres de la música/La música como ente acústico/Dimensión espacio-temporal del dato sonoro del dato sonoro aislado o en contexto/Cadencias,https://gist.github.com/user/leximus_cadencias
Progresiones,progresiones,Los nombres de la música/La música como ente acústico/Dimensión espacio-temporal del dato sonoro del dato sonoro aislado o en contexto/Progresiones,https://gist.github.com/user/leximus_progresiones
Denominaciones relativas a la Melodía,denominaciones_relativas_a_la_melodia,Los nombres de la música/La música como ente acústico/Dimensión espacio-temporal del dato sonoro del dato sonoro aislado o en contexto/Denominaciones relativas a la Melodía,https://gist.github.com/user/leximus_denominaciones_relativas_a_la_melodia
Tipos de melodía según su extensión,tipos_de_melodia_segun_su_extension,Los nombres de la música/La música como ente acústico/Dimensión espacio-temporal del dato sonoro del dato sonoro aislado o en contexto/Denominaciones relativas a la Melodía/Tipos de melodía según su extensión,https://gist.github.com/user/leximus_tipos_de_melodia_segun_su_extension
Tipos de melodía en relación con la escala o acorde,tipos_de_melodia_en_relacion_con_la_escala_o_acorde,Los nombres de la música/La música como ente acústico/Dimensión espacio-temporal del dato sonoro del dato sonoro aislado o en contexto/Denominaciones relativas a la Melodía/Tipos de melodía en relación con la escala o acorde,https://gist.github.com/user/leximus_tipos_de_melodia_en_relacion_con_la_escala_o_acorde
Tipos de melodía en relación con su propia estructura,tipos_de_melodia_en_relacion_con_su_propia_estructura,Los nombres de la música/La música como ente acústico/Dimensión espacio-temporal del dato sonoro del dato sonoro aislado o en contexto/Denominaciones relativas a la Melodía/Tipos de melodía en relación con su propia estructura,https://gist.github.com/user/leximus_tipos_de_melodia_en_relacion_con_su_propia_estructura
Tipos de melodía en relación con elementos extramusicales,tipos_de_melodia_en_relacion_con_elementos_extramusicales,Los nombres de la música/La música como ente acústico/Dimensión espacio-temporal del dato sonoro del dato sonoro aislado o en contexto/Denominaciones relativas a la Melodía/Tipos de melodía en relación con elementos extramusicales,https://gist.github.com/user/leximus_tipos_de_melodia_en_relacion_con_elementos_extramusicales
